Dividend  Divisor Quotient Remainder
E8A01F78 971BACDC 00000001 5184729C
C1CDCA16 F9D2E5A8 00000000 C1CDCA16
D0DD89DF 979F2B49 00000001 393E5E96
9B712297 B6B7C6AA 00000000 9B712297
E076547D C7EA9571 00000001 188BBF0C
20ED21FF 7E328579 00000000 20ED21FF
EF438570 483ADC11 00000003 1692F13D
94C06023 E568316B 00000000 94C06023
444E4F0C F8A19EB0 00000000 444E4F0C
FE018F74 02F87EC1 00000055 017F795F
A6D8132D 2C6E7AEC 00000003 218CA269
ED494EB4 4C3707AE 00000003 08A437AA
2FB611B4 47809610 00000000 2FB611B4
976C9A67 4496F45C 00000002 0E3EB1AF
D65FB41A A49F4DC6 00000001 31C06654
4150D826 BACEF1CD 00000000 4150D826
4CD89D65 F837A29D 00000000 4CD89D65
898FDE88 B1B0BE6E 00000000 898FDE88
8263D683 DE1E3501 00000000 8263D683
F9C712C2 0586BE64 0000002D 01179B2E
33160B96 5EC2D2CF 00000000 33160B96
70CAA822 049FAB24 00000018 01D29CC2
AD9B1BB9 CCEE9D7B 00000000 AD9B1BB9
B4E0F34E 13A9900D 00000009 03EAE2D9
6D9C4432 4592B5A7 00000001 28098E8B
00ADACE0 74E0BD3F 00000000 00ADACE0
9F3D0C4F 64F4F313 00000001 3A48193C
437B287E B93FD595 00000000 437B287E
84FA81A2 FFE6BC29 00000000 84FA81A2
F4EB7E89 E2342219 00000001 12B75C70
F2251DB0 3A0FC2CD 00000004 09E6127C
7675A74E 96A34A15 00000000 7675A74E
15609146 133DB13D 00000001 0222E009
183C5E1E 56E27E53 00000000 183C5E1E
38271227 3A8E2463 00000000 38271227
312367D2 49836E5E 00000000 312367D2
E61ED62F 9739321A 00000001 4EE5A415
D7AFCF19 1815920C 00000008 17033EB9
67A20BCC 13C91EF5 00000005 04B47103
1AD6D983 7C506369 00000000 1AD6D983
FD6CD134 7ECC78DA 00000001 7EA0585A
565F22DF 7F719787 00000000 565F22DF
6B28E86B 1E85A2C1 00000003 0F980028
97393802 CAD5353D 00000000 97393802
8139BBFE 8F2DA38C 00000000 8139BBFE
9AD7D35F 761DBFC2 00000001 24BA139D
F2534778 D553AAFF 00000001 1CFF9C79
3F317802 3B0ECD60 00000001 0422AAA2
C9DB074E 26B9FA54 00000005 083923AA
328DCF9F F71FEE3F 00000000 328DCF9F
D464CB0B 0C424C02 00000011 03FDBEE9
A251CA37 8CD01515 00000001 1581B522
37E0A95E 6EE900B6 00000000 37E0A95E
A12B2916 DD58768B 00000000 A12B2916
5112701B F1F31D3A 00000000 5112701B
3F0D8794 628035C9 00000000 3F0D8794
1A9706CE 23B0EB4E 00000000 1A9706CE
5FC548C8 97196FF9 00000000 5FC548C8
225C9DCC C8CB9837 00000000 225C9DCC
0774738C 963A5ED5 00000000 0774738C
1A40C23F 66CB731E 00000000 1A40C23F
6C7FA8FB 63E5E012 00000001 0899C8E9
4C39E9C2 A821F7D2 00000000 4C39E9C2
3912FE05 C9B5D95F 00000000 3912FE05
3111D18B 1F2FB2D1 00000001 11E21EBA
8D37D513 990C3A59 00000000 8D37D513
40A75640 7CD0B7F0 00000000 40A75640
08D0D27D 3630BE77 00000000 08D0D27D
4EB2B5D9 597F5999 00000000 4EB2B5D9
930517BC 88F1634F 00000001 0A13B46D
0E63248A D743655B 00000000 0E63248A
9935B166 858E57B2 00000001 13A759B4
6A8E45B3 1C402E71 00000003 15CDBA60
A7FFB8D3 8B9BBE42 00000001 1C63FA91
D7BB89C4 AB7F2DDD 00000001 2C3C5BE7
F74918BD 530FFC0B 00000002 512920A7
1944C620 0EBA5B77 00000001 0A8A6AA9
83B00769 13E9490D 00000006 0C38511B
F525AB3C 36859CE9 00000004 1B0F3798
6DB4A5E8 EFEEF0FE 00000000 6DB4A5E8
8AB5091F 7B98BCCE 00000001 0F1C4C51
2B164AE3 53CBE0AD 00000000 2B164AE3
2A92846B 38612F23 00000000 2A92846B
B46CDC4E DAEFD2AE 00000000 B46CDC4E
AC4A51B6 CCB60ED7 00000000 AC4A51B6
BA2263D7 84299EBD 00000001 35F8C51A
EE0A5121 048F5A28 00000034 00EC0101
F5BBEE7B 57A367EA 00000002 46751EA7
34855698 A9C4359E 00000000 34855698
0319F10A 63B771E7 00000000 0319F10A
FFD12DA6 41745FF1 00000003 3B740DD3
35D32CDB 07523175 00000007 0293D2A8
B644F699 2623E7B0 00000004 1DB557D9
0F28D83C FF8A6890 00000000 0F28D83C
24951E09 9261D26B 00000000 24951E09
67909376 045DB442 00000017 03256188
191EEC03 4193168D 00000000 191EEC03
934063DF E2DA2F0B 00000000 934063DF
C93C90F7 1CF60865 00000006 1B785E99
70087504 B97A934D 00000000 70087504
52C4F92C 50E32B6F 00000001 01E1CDBD
076C6B52 424A7CEA 00000000 076C6B52
88E15DEC C3B7C9CE 00000000 88E15DEC
7520F3E4 A0EE7B94 00000000 7520F3E4
721E08EE 2ECE70A4 00000002 148127A6
2F69A3E2 CAD97894 00000000 2F69A3E2
3EF52241 4E34946B 00000000 3EF52241
3498380C 5239C475 00000000 3498380C
0588CD4D F1C932F5 00000000 0588CD4D
19A2E666 B683FD67 00000000 19A2E666
B3454BFF FE17CA01 00000000 B3454BFF
8B732A20 8C48312B 00000000 8B732A20
7A31EB88 E9DA9F64 00000000 7A31EB88
2B990148 779B3493 00000000 2B990148
A24A6773 1694BCC7 00000007 04393E02
F7553957 D7DD8FEC 00000001 1F77A96B
2A26C024 EBA961BA 00000000 2A26C024
BFA287EB 73683326 00000001 4C3A54C5
8F2C833B 34D68825 00000002 257F72F1
B424AEA9 2C6EE082 00000004 02692CA1
78A55A24 E9C7E2E5 00000000 78A55A24
15FCFDCF A7525C5C 00000000 15FCFDCF
074B80AC 0A43DEF5 00000000 074B80AC
E2701E55 D9B77E08 00000001 08B8A04D
308A60F1 274C7D66 00000001 093DE38B
4C0CE274 A17ABA28 00000000 4C0CE274
6FF6D0E0 1F9725F8 00000003 11315EF8
A6355C40 BAD97F70 00000000 A6355C40
B867F726 CF9057A6 00000000 B867F726
84D9BD24 5971BD7E 00000001 2B67FFA6
1BC91D13 DB88FDA9 00000000 1BC91D13
8E4E2BF3 F32386AF 00000000 8E4E2BF3
0DCDAE5F B000D1F8 00000000 0DCDAE5F
F045B2C4 7DBD6AD2 00000001 728847F2
D4410473 553DE555 00000002 29C539C9
ADCC814D D52F4D83 00000000 ADCC814D
DBB0E393 A9D8AF75 00000001 31D8341E
1A2C7093 130F14AD 00000001 071D5BE6
F461A629 BFC705CB 00000001 349AA05E
FF9664BA 9971BE12 00000001 6624A6A8
C8FEE16D A0D9DB38 00000001 28250635
27B9ACBB CAEF1770 00000000 27B9ACBB
96126F4C A1407F5C 00000000 96126F4C
857B967D E98D12C1 00000000 857B967D
DC6AD7C3 97678384 00000001 4503543F
B079E68E 922817A6 00000001 1E51CEE8
7E9BEBD7 9F8072B9 00000000 7E9BEBD7
DFC05213 DC02F74D 00000001 03BD5AC6
57676C73 941D8BB8 00000000 57676C73
493D9FE8 85B45178 00000000 493D9FE8
75C1FD92 8A0C1749 00000000 75C1FD92
E56E350D EBE5CAF3 00000000 E56E350D
F762A434 217FEC3A 00000007 0CE32E9E
9BC8B14A 50E8F82D 00000001 4ADFB91D
86B2D8CB 86841BAC 00000001 002EBD1F
F8A80BF5 2FEA2841 00000005 091542B0
AD207277 44AE89D0 00000002 23C35ED7
7CA554AC F9356F22 00000000 7CA554AC
F086927F 55EB9530 00000002 44AF681F
CA4A32E1 A9B12F7B 00000001 20990366
FFF83E73 06107220 0000002A 01458533
81274EE7 099549AF 0000000D 04929104
17F04E59 2B13F911 00000000 17F04E59
3184B464 DD7A0354 00000000 3184B464
D8DBD531 0804EEB0 0000001B 0056A8A1
EC5DE385 6810A1F7 00000002 1C3C9F97
5173B225 C9B13B23 00000000 5173B225
2C0DCD88 D74172F5 00000000 2C0DCD88
7AA4EB91 23E25B2F 00000003 0EFDDA04
2CD735DC 18532382 00000001 1484125A
51CDBA0E 85D2BF40 00000000 51CDBA0E
960715EE 869CFACB 00000001 0F6A1B23
BB5F4DE8 D0055621 00000000 BB5F4DE8
364FE195 41EFC8CC 00000000 364FE195
565A478D E9CF3C41 00000000 565A478D
471B4FD7 52EF80AA 00000000 471B4FD7
0364B5B6 139DF03E 00000000 0364B5B6
57DDCFD7 684AFE59 00000000 57DDCFD7
A03E3319 D8B55D5E 00000000 A03E3319
A4A666D8 0FF49EE8 0000000A 051831C8
BE06FEFF DAA1FE04 00000000 BE06FEFF
490EE03F 02930D38 0000001C 00F96E1F
043EE6F5 37287E3E 00000000 043EE6F5
4851F43A 2373E281 00000002 016A2F38
3E39C59D 01FA5388 0000001F 00E9A825
9D93CA56 186C8037 00000006 0B08C90C
7E2C6EC7 4B67F2D0 00000001 32C47BF7
F201A73F 21F423C9 00000007 0454ACC0
87DC6AE3 7643E94F 00000001 11988194
7AFE873C 031BA63C 00000027 01C83418
3BB03EB8 890D262B 00000000 3BB03EB8
1FCFC381 62B9BBBF 00000000 1FCFC381
6FC310EB 85EF64E0 00000000 6FC310EB
95E67A07 FCF460D2 00000000 95E67A07
E41615AC 84DD5AE3 00000001 5F38BAC9
D393220D AAC096B6 00000001 28D28B57
E611466B 573E8286 00000002 3794415F
5FBCB912 AC046D62 00000000 5FBCB912
5FA1D213 AB0CE526 00000000 5FA1D213
0ECD8245 E74747AF 00000000 0ECD8245
EBF460A1 7D74A232 00000001 6E7FBE6F
0CD5D39D 9891A127 00000000 0CD5D39D
345FF234 8B40B494 00000000 345FF234
A54CF2B6 B0E5CB4F 00000000 A54CF2B6
F223DFC7 B0702878 00000001 41B3B74F
02606A10 E1526A1D 00000000 02606A10
B45B043B 19F31D77 00000006 18A85371
96E2C522 A1BB135B 00000000 96E2C522
FC1F21F1 B206B304 00000001 4A186EED
4F5BD129 EB485106 00000000 4F5BD129
3AEA7D89 23EA28EB 00000001 1700549E
3DCDC4C3 0A5550C1 00000005 0A2330FE
99DAB6A6 767C9CE7 00000001 235E19BF
3E8CEA4D C59F4CEE 00000000 3E8CEA4D
D4E62329 6ED4A69B 00000001 66117C8E
9532BE7E 6797B1B1 00000001 2D9B0CCD
D0C57B20 A216EB05 00000001 2EAE901B
FEC968B2 6711252F 00000002 30A71E54
BB3116DF 6AA9855A 00000001 50879185
5C48CF4B 43C80EF7 00000001 1880C054
4BB58ED5 385BFE45 00000001 13599090
8AB492EF 442C24E6 00000002 025C4923
FA9D6874 5B5E2BC7 00000002 43E110E6
315FA825 EBB436CC 00000000 315FA825
646D0D54 F9758EE7 00000000 646D0D54
D045BFBD 9798CB9B 00000001 38ACF422
CAAFC5AA C0D182C6 00000001 09DE42E4
0F31527A E21CB404 00000000 0F31527A
34BAA55E 0749D23E 00000007 01B5E5AC
16CF4C3B 65F60D0A 00000000 16CF4C3B
09589724 8FB28A9E 00000000 09589724
EFE23D2B D8B2613E 00000001 172FDBED
70531401 CFC15A34 00000000 70531401
07ACE8EC 2BA52A38 00000000 07ACE8EC
1ED9C35D ED168E5D 00000000 1ED9C35D
8AFC4AD1 60F34C72 00000001 2A08FE5F
1335BCCF 6AD05131 00000000 1335BCCF
E9506F4D DA981347 00000001 0EB85C06
A07FCD59 D833E86C 00000000 A07FCD59
3ED82832 6C73E6CD 00000000 3ED82832
1B20140B B44CCD39 00000000 1B20140B
FCE17C2C 63E62EA1 00000002 35151EEA
0E570FDD CD5D4A39 00000000 0E570FDD
A105C358 4C9467BF 00000002 07DCF3DA
C8DDDF87 DC98AD90 00000000 C8DDDF87
297356F5 7BE33D05 00000000 297356F5
985FBD1E CE7D47E5 00000000 985FBD1E
4C415F10 747A39A7 00000000 4C415F10
937D16B5 717F69DD 00000001 21FDACD8
CBB5B676 970DD0AB 00000001 34A7E5CB
9AFF6655 6EE42119 00000001 2C1B453C
7AD9DEE0 B8ADEEED 00000000 7AD9DEE0
BB465141 AC230FEB 00000001 0F234156
54422822 B24A167A 00000000 54422822
4AFDF552 3EE5B3F3 00000001 0C18415F
3605ED0A C5ABA117 00000000 3605ED0A
49DAB59B 94412420 00000000 49DAB59B
62DCF261 3EA77E29 00000001 24357438
5DF3B83D 210F51D6 00000002 1BD51491
071E1E55 CF8120DE 00000000 071E1E55
F5A8C9E0 00DC605E 0000011D 0051813A
D40CC533 02C50EC8 0000004C 018C61D3
D61AC8FD AE0FE645 00000001 280AE2B8
32EBBBDD EA7E4225 00000000 32EBBBDD
23F09AF5 E7795D1F 00000000 23F09AF5
1A5B473F B4D03C87 00000000 1A5B473F
12855791 FE645BEE 00000000 12855791
B0A7CE1F 37C28679 00000003 09603AB4
A71F5886 EFFC201C 00000000 A71F5886
C181908F 344E318A 00000003 2496FBF1
359D9B72 88B80979 00000000 359D9B72
9C93D490 BFF5504E 00000000 9C93D490
8D97B9F6 843D408A 00000001 095A796C
3F1BFD7B 622218E3 00000000 3F1BFD7B
1AAF4B49 98BED745 00000000 1AAF4B49
120FD956 E773BB2A 00000000 120FD956
B0153FA8 22F7F3C1 00000005 013D7CE3
7E5791BE BD254B73 00000000 7E5791BE
F1003B40 2F068C37 00000005 05DF7E2D
E9CFAE55 73D88074 00000002 021EAD6D
F4FBAA0E E7015AE0 00000001 0DFA4F2E
60A9B5AC BC3AA190 00000000 60A9B5AC
DDB93893 18B3E296 00000008 181A23E3
8A93AE2D E7562DEF 00000000 8A93AE2D
70E2E178 F7501DA1 00000000 70E2E178
BEA4F515 FE867F89 00000000 BEA4F515
6231F722 206BD157 00000003 00EE831D
DAAD3379 C51B571E 00000001 1591DC5B
5DD5CA18 22BD93F5 00000002 185AA22E
AE78F832 E777E539 00000000 AE78F832
CF784581 BE64971E 00000001 1113AE63
6C322528 723D4C15 00000000 6C322528
91F5EBA7 B0B76506 00000000 91F5EBA7
63A1EC57 38F1B8B0 00000001 2AB033A7
9205C9BF 86DC5173 00000001 0B29784C
511EFC4D 56C3E6F3 00000000 511EFC4D
56054B37 D9159727 00000000 56054B37
255E9932 A3A52971 00000000 255E9932
EDC96476 192CC8BF 00000009 0B3655BF
E4C106E2 8BFE5EC1 00000001 58C2A821
50D50B5B C9B52798 00000000 50D50B5B
3C98610E 19B5DE66 00000002 092CA442
3B0F59BE 81345266 00000000 3B0F59BE
F651530B B432AE40 00000001 421EA4CB
EDB2AEEB 5382981B 00000002 46AD7EB5
4A178F70 BBBF150D 00000000 4A178F70
4E8E0770 060F2012 0000000C 05D88698
74F3F62F 8D8C29A5 00000000 74F3F62F
51E1BA1A D69CB83C 00000000 51E1BA1A
EADEDBA6 FAF2697C 00000000 EADEDBA6
30A39D72 3C74525C 00000000 30A39D72
AAC19AC6 ADD7563F 00000000 AAC19AC6
9F4358C9 5EB47EA5 00000001 408EDA24
89714096 45142538 00000001 445D1B5E
71A4D32A 3BB822F9 00000001 35ECB031
3CB66D47 97D6A7C0 00000000 3CB66D47
477C9C25 51A37871 00000000 477C9C25
C919F4CE 1040C373 0000000C 0610CB6A
56503134 15CAA360 00000003 14F04714
7B23CDB3 55C3E816 00000001 255FE59D
AAC6F051 AEF45482 00000000 AAC6F051
70A7E45D E7FD2AFD 00000000 70A7E45D
456A19EF F74F4B43 00000000 456A19EF
33A54EEB 69C6D128 00000000 33A54EEB
FF747678 C16119D3 00000001 3E135CA5
1F967C79 FFDD78CE 00000000 1F967C79
4ABACDB0 2527FC7A 00000002 006AD4BC
B88ADCD3 EE073C98 00000000 B88ADCD3
7A06952F 59CC62E1 00000001 203A324E
A567C425 2A3522B7 00000003 26C85C00
D40C1EE7 5153ABC8 00000002 3164C757
F32AD5CE EE47DC0A 00000001 04E2F9C4
4A8BE129 4C68AF97 00000000 4A8BE129
010805F6 D851BB95 00000000 010805F6
F13C000F 81B3B384 00000001 6F884C8B
9502E770 1761B578 00000006 08B8A6A0
C56C7235 3BA2CEC7 00000003 128405E0
046D40AB 8EF7576B 00000000 046D40AB
86F6D116 A0F2DE66 00000000 86F6D116
37240702 E0AB8E93 00000000 37240702
77D7D015 C84BEDCF 00000000 77D7D015
ED3FC6C2 9D9C8560 00000001 4FA34162
B08D5913 A38841ED 00000001 0D051726
7C4A7479 F4E79B5E 00000000 7C4A7479
471C441E EA3E339E 00000000 471C441E
750DA728 BDF11D28 00000000 750DA728
FED044A7 9AB054C8 00000001 641FEFDF
497493FE 8D3035F1 00000000 497493FE
386A2E08 004F42D6 000000B6 0010A9E4
4A121775 F895DEC6 00000000 4A121775
E909CD4C 4C87AD1F 00000003 0372C5EF
CC6DDC4C 1893E61B 00000008 07CEAB74
495964D0 8FAC3A63 00000000 495964D0
44F84DAE D82F6577 00000000 44F84DAE
335C4DEC A1640979 00000000 335C4DEC
5D3D7ED5 9FFCFD31 00000000 5D3D7ED5
C49A5D08 07B8A780 00000019 03920188
24017575 6F25AA45 00000000 24017575
6E32C0F0 711D3C5F 00000000 6E32C0F0
8D37F7EC 038ED803 00000027 02750F77
5ED71CB9 E4A23853 00000000 5ED71CB9
E4AC6CB8 CBCBF5EC 00000001 18E076CC
E8B895B3 82D90187 00000001 65DF942C
19660374 8B2A2AA8 00000000 19660374
0FC2645D 178B0922 00000000 0FC2645D
FE98B892 E454A482 00000001 1A441410
1C47B6D3 4A9083B3 00000000 1C47B6D3
C0E713EE C1F1E35D 00000000 C0E713EE
E300718E D472ECC5 00000001 0E8D84C9
14610346 99393AC9 00000000 14610346
6BF8730F BE8FFC3E 00000000 6BF8730F
D4297C58 E999BD9B 00000000 D4297C58
B460053B 5B72180A 00000001 58EDED31
9CE02BCB C23D0AFE 00000000 9CE02BCB
2F94355B 752C786C 00000000 2F94355B
156895DA 5B26967D 00000000 156895DA
ABEC562F CF06023D 00000000 ABEC562F
69CF6227 CC8D7EB1 00000000 69CF6227
AEF2C2DF 18788AD2 00000007 03A6F721
01C22FDF A04E4056 00000000 01C22FDF
8BA3F6C2 EEBA6D9A 00000000 8BA3F6C2
78E14E02 F3B41D20 00000000 78E14E02
1167BA8C 1A64A795 00000000 1167BA8C
6A05A61F 75CB0EE4 00000000 6A05A61F
53A1BE5D 2E34D930 00000001 256CE52D
691F0ACE 7E907BE4 00000000 691F0ACE
82E8A787 BA864D5D 00000000 82E8A787
541AF681 D7EC0108 00000000 541AF681
13E2253F D716B13A 00000000 13E2253F
A6B99D42 8200CC0C 00000001 24B8D136
95B2EA09 BFA6D45A 00000000 95B2EA09
B4834440 CEBD1431 00000000 B4834440
6049F092 5D74422D 00000001 02D5AE65
EFD7D10F CF652AB4 00000001 2072A65B
C1A2DBD2 ED672A59 00000000 C1A2DBD2
1E9B551B 6FD5E82A 00000000 1E9B551B
7FF8771B 06FF14D6 00000012 0209000F
2AC6E68B 58E7A2FD 00000000 2AC6E68B
DB49CD1C 228571F5 00000006 0C29215E
0ACBB81B DBF7ED6E 00000000 0ACBB81B
45250CDE CBF26CAE 00000000 45250CDE
62EC9532 95EC756E 00000000 62EC9532
160DB820 07A60470 00000002 06C1AF40
EE7218E9 04F4F262 00000030 0084A689
72597E96 55F0F484 00000001 1C688A12
3DA8B0A6 40638267 00000000 3DA8B0A6
C3536375 F8F41263 00000000 C3536375
103932E7 68D60EC2 00000000 103932E7
1F2251B9 58DACB82 00000000 1F2251B9
6D30DD6B 753B1DD4 00000000 6D30DD6B
0939738F B67D4BF3 00000000 0939738F
3955B4D3 9992D90C 00000000 3955B4D3
B2AC05D6 C850A22A 00000000 B2AC05D6
183BBEB1 2A2CCE03 00000000 183BBEB1
6718F775 D3A2B45D 00000000 6718F775
E37977B6 4A36831B 00000003 04D5EE65
73A9590B 24D9E70A 00000003 051BA3ED
4A03176E 5D0C4C28 00000000 4A03176E
5022137B FF385B44 00000000 5022137B
6E3AD6A7 143F9728 00000005 08FCE2DF
690E44C0 EFF746AA 00000000 690E44C0
93F69B1A 323CCCAD 00000002 2F7D01C0
DE37C970 58A1F3B1 00000002 2CF3E20E
D69E0CAB 079E1B03 0000001C 01531857
C50CB43E 1A91BF9C 00000007 0B1076FA
063DD30B 3D59CEE4 00000000 063DD30B
9AC1A0BA 05B064E9 0000001B 0126FC27
928610DD BFE10862 00000000 928610DD
1F6E852E E7FCCE72 00000000 1F6E852E
6C3DCCA6 36AD08EE 00000001 3590C3B8
B8F8E2AE ABB2C471 00000001 0D461E3D
D2C263AF 06F493D2 0000001E 02191113
A6192E6E A5ECC64A 00000001 002C6824
7B30D908 F4CC29C0 00000000 7B30D908
4A85E074 CB5290AF 00000000 4A85E074
12FE6177 34EC04B7 00000000 12FE6177
9C09BFED 6ABAD792 00000001 314EE85B
A2BD4F2D E4F01BB0 00000000 A2BD4F2D
09A234F9 F69D98BD 00000000 09A234F9
5D73EE25 199D4F60 00000003 109C0005
C5FE727B EB369EA6 00000000 C5FE727B
06960782 1E760BDB 00000000 06960782
0CFDF803 E80E70C5 00000000 0CFDF803
6EB6A090 84EB1F1D 00000000 6EB6A090
7B3479F0 3AEF5FBF 00000002 0555BA72
F32D839E A63ECC29 00000001 4CEEB775
C041F343 71AB906A 00000001 4E9662D9
76527550 521B4929 00000001 24372C27
5A1D00EE EAB74151 00000000 5A1D00EE
7F28FBFF 8F0AEFC8 00000000 7F28FBFF
CF7296A0 A186A759 00000001 2DEBEF47
E22FAD99 62913DC6 00000002 1D0D320D
623074BC 2B293AEE 00000002 0BDDFEE0
0E5223D8 EA859782 00000000 0E5223D8
A979A590 9DB95263 00000001 0BC0532D
406A15C1 FCD317D0 00000000 406A15C1
F8EE2CA2 82F20C3C 00000001 75FC2066
B11397CB 3690D21D 00000003 0D612174
C7C92496 8E172842 00000001 39B1FC54
29AF9124 412EF308 00000000 29AF9124
6B07223C 6A9B75D9 00000001 006BAC63
C89E9EB8 FA4D5A41 00000000 C89E9EB8
70FF3842 DD859831 00000000 70FF3842
67A4C7BE F8F84615 00000000 67A4C7BE
47F40C5A FF8C3B37 00000000 47F40C5A
03AE5E84 09CEDAB7 00000000 03AE5E84
C8E63E2A A4AB01E5 00000001 243B3C45
77FFE3B4 DCD78B4C 00000000 77FFE3B4
32DDC858 6B184415 00000000 32DDC858
17ACBB0C 62F4160C 00000000 17ACBB0C
D4FE44B1 7D88798F 00000001 5775CB22
2071E38C 9907A5D2 00000000 2071E38C
6D8275BB F369E4BA 00000000 6D8275BB
61067CB9 01431B99 0000004C 011A4B4D
FA716924 E02551EC 00000001 1A4C1738
3DB5BD4B A41BABE4 00000000 3DB5BD4B
F9120D18 A716CB7D 00000001 51FB419B
0F2CCB9E ECB33A95 00000000 0F2CCB9E
E8104666 EBA41EC5 00000000 E8104666
BEB86725 AE77B468 00000001 1040B2BD
7FE2A0EE 79C58B8C 00000001 061D1562
11D4AFD4 CC03C2B5 00000000 11D4AFD4
64F5BAB2 F67C8598 00000000 64F5BAB2
40A06007 5A05DBC9 00000000 40A06007
1B56E0A4 0B59A0F4 00000002 04A39EBC
4091312F 6ADF0BB6 00000000 4091312F
741B1BD4 B950E901 00000000 741B1BD4
E9EAB493 4084637D 00000003 285D8A1C
25269A4B 7FF86D34 00000000 25269A4B
7E5F8A97 05BE2FDA 00000016 00076DDB
50E3F4F2 EBAE59AC 00000000 50E3F4F2
6B9D4814 755454FE 00000000 6B9D4814
A60E8366 2D32717E 00000003 1E772EEC
37897EC2 1BB7EE3F 00000002 0019A244
39D796F7 3DE6BEDA 00000000 39D796F7
8485C282 14E80426 00000006 0715A99E
0ADF0618 89690789 00000000 0ADF0618
EFBB9433 0D7A5B07 00000011 0A9B88BC
56C089C7 9B84A241 00000000 56C089C7
F23F75E2 7357F2F0 00000002 0B8F9002
F4EFE437 E3A54E2D 00000001 114A960A
824F9580 44CE12B3 00000001 3D8182CD
11F0015C AE852F54 00000000 11F0015C
1E1C1CB8 F3763DBB 00000000 1E1C1CB8
F8243DDA D882D387 00000001 1FA16A53
CFB81C80 4B3542CD 00000002 394D96E6
CBC37DE2 39C82AC1 00000003 1E6AFD9F
EA01BCFC 06667A35 00000024 03988D88
9C5EB99E AFD997AE 00000000 9C5EB99E
276F24F1 993D791D 00000000 276F24F1
5507C1FF A0E87472 00000000 5507C1FF
E230395B DBA8D8E7 00000001 06876074
8BE47959 E21A1170 00000000 8BE47959
4C7E5594 41BAD62F 00000001 0AC37F65
970A02BA BCC5CCF5 00000000 970A02BA
40B4FCBE 57BFDCFC 00000000 40B4FCBE
1E870C52 8A772F01 00000000 1E870C52
110C93DB 121048FC 00000000 110C93DB
9CFFD6DB F3D3A476 00000000 9CFFD6DB
26D6663C DE464D77 00000000 26D6663C
9FEB4AC2 881B4E4E 00000001 17CFFC74
0DB427E5 F5F89C52 00000000 0DB427E5
517DC29A FDD0E41E 00000000 517DC29A
2C843178 A0A7CCB0 00000000 2C843178
BFB05307 E0039894 00000000 BFB05307
EB5F81F4 4587532C 00000003 1AC98870
DD945209 5E07EB20 00000002 21847BC9
25431F0D 187A6260 00000001 0CC8BCAD
7E7C855E F1BCC141 00000000 7E7C855E
D417E241 83CBADF9 00000001 504C3448
6A349564 363BAED2 00000001 33F8E692
DE137BB8 3B4535EA 00000003 2C43D9FA
336A6CF2 E3B164C7 00000000 336A6CF2
0E393482 95EFB1E5 00000000 0E393482
D0E70D36 5BA29832 00000002 19A1DCD2
896506EC 67143CFB 00000001 2250C9F1
71E878FE 62405643 00000001 0FA822BB
AF02796C 09143FB9 00000013 0281BEB1
1BB16699 19B43F0B 00000001 01FD278E
14FDC670 F46E9E68 00000000 14FDC670
B0995A26 8504C150 00000001 2B9498D6
ED55D909 5C6BA08F 00000002 347E97EB
613C8E26 DAA56339 00000000 613C8E26
7F21AC45 6439A120 00000001 1AE80B25
0BDE4EA2 DA432A8A 00000000 0BDE4EA2
259C1DC6 21C854B6 00000001 03D3C910
7B0E3E75 77DE51B8 00000001 032FECBD
F481CAD5 41E8DB85 00000003 2EC73846
EC727310 6D2152E4 00000002 122FCD48
2CD245F9 9F256509 00000000 2CD245F9
298FF439 1EEAD51E 00000001 0AA51F1B
E10745B4 7641CA30 00000001 6AC57B84
6AEA2914 0C8AC984 00000008 0693DCF4
8EB845F7 4AED7B2E 00000001 43CACAC9
7CE4E477 314F5A72 00000002 1A462F93
4A5525C0 376E10A7 00000001 12E71519
97B169B9 EB24D598 00000000 97B169B9
D07E6B68 752F6522 00000001 5B4F0646
36B8D1B2 CA279574 00000000 36B8D1B2
7831EC45 6D597A97 00000001 0AD871AE
3239DB8D 83B93E9D 00000000 3239DB8D
4A043297 737618B5 00000000 4A043297
EE22A93D C40AF3DB 00000001 2A17B562
C94ECC74 88A7ED3D 00000001 40A6DF37
A62A9B42 7618ABC2 00000001 3011EF80
44A37103 D90E6EE0 00000000 44A37103
67FF4019 5F62E8C5 00000001 089C5754
74ACD786 3950CDB8 00000002 020B3C16
53BEB3CE DEEF3B40 00000000 53BEB3CE
A4CCF84A 1D0BB7AF 00000005 139261DF
B88EA96F D7894B82 00000000 B88EA96F
A1D0F3D9 41BE09BB 00000002 1E54E063
6D560E81 0CEF1538 00000008 05DD64C1
5850B033 8F858471 00000000 5850B033
39D52A10 4A484E4E 00000000 39D52A10
4C37A606 38A87282 00000001 138F3384
944D9F7D CD3EF952 00000000 944D9F7D
5A03699A 397A0D39 00000001 20895C61
CE63626B 0928068F 00000016 04F2D221
A7D2F483 2C336EED 00000003 2338A7BC
7F4F3A2E 87913107 00000000 7F4F3A2E
F5112581 895E00CC 00000001 6BB324B5
22D7787D ECB30CD6 00000000 22D7787D
957F7C45 724300A9 00000001 233C7B9C
470A73D2 F5634C79 00000000 470A73D2
21A96C3E 759356C1 00000000 21A96C3E
8B21AD93 AB670D58 00000000 8B21AD93
EA02D03B 86CA7E53 00000001 633851E8
83540DF5 552FB88E 00000001 2E245567
4FD9F859 9F6A438D 00000000 4FD9F859
